America East,albany-ny,Albany
America East,umbc,UMBC
America East,vermont,Vermont
America East,binghamton,Binghamton
America East,mass-lowell,Massachusetts Lowell
America East,hartford,Hartford
America East,stony-brook,Stony Brook
America East,new-hampshire,New Hampshire
America East,maine,Maine
American Athletic Conference,cincinnati,Cincinnati
American Athletic Conference,houston,Houston
American Athletic Conference,wichita-st,Wichita State
American Athletic Conference,smu,SMU
American Athletic Conference,tulane,Tulane
American Athletic Conference,ucf,UCF
American Athletic Conference,memphis,Memphis
American Athletic Conference,uconn,Connecticut
American Athletic Conference,temple,Temple
American Athletic Conference,tulsa,Tulsa
American Athletic Conference,east-carolina,East Carolina
American Athletic Conference,south-fla,South Florida
Atlantic 10,st-bonaventure,St. Bonaventure
Atlantic 10,duquesne,Duquesne
Atlantic 10,rhode-island,Rhode Island
Atlantic 10,vcu,Virginia Commonwealth
Atlantic 10,massachusetts,Massachusetts
Atlantic 10,saint-louis,Saint Louis
Atlantic 10,george-washington,George Washington
Atlantic 10,george-mason,George Mason
Atlantic 10,la-salle,La Salle
Atlantic 10,dayton,Dayton
Atlantic 10,fordham,Fordham
Atlantic 10,saint-josephs,Saint Joseph's (PA)
Atlantic 10,davidson,Davidson
Atlantic 10,richmond,Richmond
ACC,boston-college,Boston College
ACC,miami-fl,Miami (FL)
ACC,clemson,Clemson
ACC,florida-st,Florida State
ACC,virginia,Virginia
ACC,north-carolina,North Carolina
ACC,syracuse,Syracuse
ACC,virginia-tech,Virginia Tech
ACC,louisville,Louisville
ACC,north-carolina-st,North Carolina State
ACC,notre-dame,Notre Dame
ACC,wake-forest,Wake Forest
ACC,pittsburgh,Pittsburgh
ACC,georgia-tech,Georgia Tech
ACC,duke,Duke
Atlantic Sun,lipscomb,Lipscomb
Atlantic Sun,njit,N.J.I.T.
Atlantic Sun,fgcu,Florida Gulf Coast
Atlantic Sun,stetson,Stetson
Atlantic Sun,north-florida,North Florida
Atlantic Sun,jacksonville,Jacksonville
Atlantic Sun,usc-upstate,USC Upstate
Atlantic Sun,kennesaw-st,Kennesaw State
Big 12,tcu,TCU
Big 12,texas-tech,Texas Tech
Big 12,oklahoma,Oklahoma
Big 12,west-virginia,West Virginia
Big 12,baylor,Baylor
Big 12,kansas,Kansas
Big 12,kansas-st,Kansas State
Big 12,oklahoma-st,Oklahoma State
Big 12,iowa-st,Iowa State
Big 12,texas,Texas
Big East,villanova,Villanova
Big East,xavier,Xavier
Big East,georgetown,Georgetown
Big East,creighton,Creighton
Big East,seton-hall,Seton Hall
Big East,st-johns-ny,St. John's
Big East,butler,Butler
Big East,marquette,Marquette
Big East,providence,Providence
Big East,depaul,DePaul
Big Sky,portland-st,Portland State
Big Sky,northern-colo,Northern Colorado
Big Sky,idaho,Idaho
Big Sky,montana,Montana
Big Sky,weber-st,Weber State
Big Sky,southern-utah,Southern Utah
Big Sky,montana-st,Montana State
Big Sky,idaho-st,Idaho State
Big Sky,eastern-wash,Eastern Washington
Big Sky,north-dakota,North Dakota
Big Sky,sacramento-st,Sacramento State
Big Sky,northern-ariz,Northern Arizona
Big South,liberty,Liberty
Big South,winthrop,Winthrop
Big South,presbyterian,Presbyterian
Big South,unc-asheville,UNC Asheville
Big South,campbell,Campbell
Big South,radford,Radford
Big South,charleston-so,Charleston Southern
Big South,high-point,High Point
Big South,gardner-webb,Gardner-Webb
Big South,longwood,Longwood
Big Ten,michigan-st,Michigan State
Big Ten,purdue,Purdue
Big Ten,ohio-st,Ohio State
Big Ten,maryland,Maryland
Big Ten,michigan,Michigan
Big Ten,minnesota,Minnesota
Big Ten,penn-st,Penn State
Big Ten,nebraska,Nebraska
Big Ten,northwestern,Northwestern
Big Ten,indiana,Indiana
Big Ten,wisconsin,Wisconsin
Big Ten,rutgers,Rutgers
Big Ten,illinois,Illinois
Big Ten,iowa,Iowa
Big West,uc-santa-barbara,UC Santa Barbara
Big West,hawaii,Hawaii
Big West,uc-davis,UC Davis
Big West,cal-st-fullerton,Cal State Fullerton
Big West,uc-riverside,UC Riverside
Big West,long-beach-st,Long Beach State
Big West,uc-irvine,UC Irvine
Big West,cal-poly,Cal Poly
Big West,cal-st-northridge,Cal State Northridge
Colonial Athletic,towson,Towson
Colonial Athletic,col-of-charleston,Charleston
Colonial Athletic,william-mary,William & Mary
Colonial Athletic,elon,Elon
Colonial Athletic,hofstra,Hofstra
Colonial Athletic,northeastern,Northeastern
Colonial Athletic,delaware,Delaware
Colonial Athletic,drexel,Drexel
Colonial Athletic,james-madison,James Madison
Colonial Athletic,unc-wilmington,North Carolina-Wilmington
Conference USA,middle-tenn,Middle Tennessee
Conference USA,old-dominion,Old Dominion
Conference USA,louisiana-tech,Louisiana Tech
Conference USA,marshall,Marshall
Conference USA,uab,UAB
Conference USA,western-ky,Western Kentucky
Conference USA,southern-miss,Southern Miss
Conference USA,fla-atlantic,Florida Atlantic
Conference USA,north-texas,North Texas
Conference USA,utsa,UTSA
Conference USA,fiu,Florida International
Conference USA,utep,UTEP
Conference USA,charlotte,Charlotte
Conference USA,rice,Rice
Horizon,oakland,Oakland
Horizon,wright-st,Wright State
Horizon,northern-ky,Northern Kentucky
Horizon,milwaukee,Milwaukee
Horizon,green-bay,Green Bay
Horizon,ill-chicago,Illinois-Chicago
Horizon,detroit,Detroit
Horizon,cleveland-st,Cleveland State
Horizon,iupui,IUPUI
Horizon,youngstown-st,Youngstown State
Ivy League,penn,Pennsylvania
Ivy League,cornell,Cornell
Ivy League,brown,Brown
Ivy League,harvard,Harvard
Ivy League,yale,Yale
Ivy League,princeton,Princeton
Ivy League,dartmouth,Dartmouth
Ivy League,columbia,Columbia
Metro Atlantic Athletic,rider,Rider
Metro Atlantic Athletic,iona,Iona
Metro Atlantic Athletic,niagara,Niagara
Metro Atlantic Athletic,saint-peters,St. Peter's
Metro Atlantic Athletic,canisius,Canisius
Metro Atlantic Athletic,fairfield,Fairfield
Metro Atlantic Athletic,manhattan,Manhattan
Metro Atlantic Athletic,monmouth,Monmouth
Metro Atlantic Athletic,siena,Siena
Metro Atlantic Athletic,quinnipiac,Quinnipiac
Metro Atlantic Athletic,marist,Marist
MAC,central-mich,Central Michigan
MAC,eastern-mich,Eastern Michigan
MAC,akron,Akron
MAC,ball-st,Ball State
MAC,bowling-green,Bowling Green
MAC,buffalo,Buffalo
MAC,miami-oh,Miami (OH)
MAC,northern-ill,Northern Illinois
MAC,western-mich,Western Michigan
MAC,ohio,Ohio
MAC,toledo,Toledo
MAC,kent-st,Kent State
Mid-Eastern,nc-at,North Carolina A&T
Mid-Eastern,nc-central,North Carolina Central
Mid-Eastern,morgan-st,Morgan State
Mid-Eastern,bethune-cookman,Bethune-Cookman
Mid-Eastern,hampton,Hampton
Mid-Eastern,south-carolina-st,South Carolina State
Mid-Eastern,umes,Maryland-Eastern Shore
Mid-Eastern,savannah-st,Savannah State
Mid-Eastern,howard,Howard
Mid-Eastern,delaware-st,Delaware State
Mid-Eastern,norfolk-st,Norfolk State
Mid-Eastern,florida-am,Florida A&M
Mid-Eastern,coppin-st,Coppin State
Missouri Valley,missouri-st,Missouri State
Missouri Valley,bradley,Bradley
Missouri Valley,evansville,Evansville
Missouri Valley,valparaiso,Valparaiso
Missouri Valley,uni,Northern Iowa
Missouri Valley,southern-ill,Southern Illinois
Missouri Valley,illinois-st,Illinois State
Missouri Valley,drake,Drake
Missouri Valley,indiana-st,Indiana State
Missouri Valley,loyola-chicago,Loyola (IL)
Mountain West,nevada,Nevada
Mountain West,unlv,UNLV
Mountain West,boise-st,Boise State
Mountain West,fresno-st,Fresno State
Mountain West,san-diego-st,San Diego State
Mountain West,wyoming,Wyoming
Mountain West,utah-st,Utah State
Mountain West,air-force,Air Force
Mountain West,colorado-st,Colorado State
Mountain West,new-mexico,New Mexico
Mountain West,san-jose-st,San Jose State
Northeast,wagner,Wagner
Northeast,saint-francis-pa,St. Francis (PA)
Northeast,central-conn-st,Central Connecticut State
Northeast,mt-st-marys,Mount St. Mary's
Northeast,robert-morris,Robert Morris
Northeast,liu-brooklyn,LIU Brooklyn
Northeast,sacred-heart,Sacred Heart
Northeast,fairleigh-dickinson,Fairleigh Dickinson
Northeast,st-francis-brooklyn,St. Francis (BKN)
Northeast,bryant,Bryant University
Ohio Valley,murray-st,Murray State
Ohio Valley,jacksonville-st,Jacksonville State
Ohio Valley,belmont,Belmont
Ohio Valley,tennessee-tech,Tennessee Tech
Ohio Valley,eastern-ky,Eastern Kentucky
Ohio Valley,southeast-mo-st,Southeast Missouri State
Ohio Valley,tennessee-st,Tennessee State
Ohio Valley,austin-peay,Austin Peay
Ohio Valley,ut-martin,Tennessee-Martin
Ohio Valley,eastern-ill,Eastern Illinois
Ohio Valley,morehead-st,Morehead State
Ohio Valley,siu-edwardsville,SIU-Edwardsville
Pac-12,arizona-st,Arizona State
Pac-12,arizona,Arizona
Pac-12,oregon,Oregon
Pac-12,washington,Washington
Pac-12,ucla,UCLA
Pac-12,utah,Utah
Pac-12,colorado,Colorado
Pac-12,oregon-st,Oregon State
Pac-12,washington-st,Washington State
Pac-12,southern-california,USC
Pac-12,california,California
Pac-12,stanford,Stanford
Patriot League,navy,Navy
Patriot League,army,Army
Patriot League,bucknell,Bucknell
Patriot League,colgate,Colgate
Patriot League,lehigh,Lehigh
Patriot League,boston-u,Boston University
Patriot League,american,American University
Patriot League,holy-cross,Holy Cross
Patriot League,loyola-maryland,Loyola (MD)
Patriot League,lafayette,Lafayette
SEC,texas-am,Texas A&M
SEC,auburn,Auburn
SEC,mississippi-st,Mississippi State
SEC,kentucky,Kentucky
SEC,missouri,Missouri
SEC,arkansas,Arkansas
SEC,georgia,Georgia
SEC,tennessee,Tennessee
SEC,lsu,LSU
SEC,south-carolina,South Carolina
SEC,alabama,Alabama
SEC,florida,Florida
SEC,ole-miss,Ole Miss
SEC,vanderbilt,Vanderbilt
Southern,furman,Furman
Southern,unc-greensboro,UNC Greensboro
Southern,east-tenn-st,East Tennessee State
Southern,wofford,Wofford
Southern,chattanooga,Chattanooga
Southern,mercer,Mercer
Southern,vmi,Virginia Military
Southern,citadel,Citadel
Southern,western-caro,Western Carolina
Southern,samford,Samford
Southland,stephen-f-austin,Stephen F. Austin
Southland,lamar,Lamar
Southland,abilene-christian,Abilene Christian
Southland,incarnate-word,Incarnate Word
Southland,nicholls-st,Nicholls State
Southland,central-ark,Central Arkansas
Southland,sam-houston-st,Sam Houston State
Southland,southeastern-la,Southeastern Louisiana
Southland,mcneese-st,McNeese State
Southland,houston-baptist,Houston Baptist
Southland,am-corpus-chris,Texas A&M-CC
Southland,new-orleans,New Orleans
Southland,northwestern-st,Northwestern State
Southwestern Athletic,grambling,Grambling State
Southwestern Athletic,alcorn,Alcorn State
Southwestern Athletic,southern-u,Southern University
Southwestern Athletic,jackson-st,Jackson State
Southwestern Athletic,prairie-view,Prairie View A&M
Southwestern Athletic,alabama-am,Alabama A&M
Southwestern Athletic,alabama-st,Alabama State
Southwestern Athletic,ark-pine-bluff,Arkansas-Pine Bluff
Southwestern Athletic,mississippi-val,Mississippi Valley State
Southwestern Athletic,texas-southern,Texas Southern
Summit League,south-dakota,South Dakota
Summit League,south-dakota-st,South Dakota State
Summit League,western-ill,Western Illinois
Summit League,ipfw,IPFW
Summit League,north-dakota-st,North Dakota State
Summit League,denver,Denver
Summit League,neb-omaha,Nebraska-Omaha
Summit League,oral-roberts,Oral Roberts
Sun Belt,la-lafayette,Louisiana-Lafayette
Sun Belt,ga-southern,Georgia Southern
Sun Belt,texas-arlington,Texas-Arlington
Sun Belt,georgia-st,Georgia State
Sun Belt,la-monroe,Louisiana-Monroe
Sun Belt,texas-st,Texas State
Sun Belt,south-ala,South Alabama
Sun Belt,coastal-caro,Coastal Carolina
Sun Belt,troy,Troy
Sun Belt,appalachian-st,Appalachian State
Sun Belt,arkansas-st,Arkansas State
Sun Belt,ualr,Arkansas-Little Rock
West Coast,st-marys-ca,Saint Mary's
West Coast,byu,BYU
West Coast,gonzaga,Gonzaga
West Coast,san-diego,San Diego
West Coast,san-francisco,San Francisco
West Coast,portland,Portland
West Coast,loyola-marymount,Loyola Marymount
West Coast,pacific,Pacific
West Coast,pepperdine,Pepperdine
West Coast,santa-clara,Santa Clara
Western Athletic,new-mexico-st,New Mexico State
Western Athletic,grand-canyon,Grand Canyon
Western Athletic,utah-valley,Utah Valley
Western Athletic,seattle,Seattle
Western Athletic,bakersfield,Cal State Bakersfield
Western Athletic,utrgv,Texas Rio Grande Valley
Western Athletic,umkc,UMKC
Western Athletic,chicago-st,Chicago State
